Job:, D8 Apr 11 2022.job.xml
left, measured px: ,728.9056040406431, measured mm: ,33.45400311478745, theoretical mm: ,33.68208759860351, diff: ,-0.22808448381606183
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T16:30:57.164
part, T18
iteration, 0
List of Points
x,1257.0, y,909.4734631227677
x,1257.0, y,184.86104465597535
x,540.452068701105, y,917.130346699198
x,531.753696052785, y,190.9370412956983
Tile Dimensions
top, measured px: ,725.2717283319896, measured mm: ,33.28722199991861, theoretical mm: ,33.68000000000001, diff: ,-0.3927780000813996
bot, measured px: ,716.588821775208, measured mm: ,32.8887095157427, theoretical mm: ,32.93, diff: ,-0.04129048425730275
right, measured px: ,724.6124267578125, measured mm: ,33.25696255782646, theoretical mm: ,33.68208759860351, diff: ,-0.42512504077704705
left, measured px: ,726.2454521311025, measured mm: ,33.33191222980282, theoretical mm: ,33.68208759860351, diff: ,-0.35017536880069144
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T16:31:19.174
part, T18
iteration, 0
List of Points
x,1256.5, y,908.9749773260777
x,1256.5, y,189.0
x,542.0728518201286, y,916.3826233060583
x,533.4820204576611, y,189.0
Tile Dimensions
top, measured px: ,723.0180053710938, measured mm: ,33.183784662442086, theoretical mm: ,33.68000000000001, diff: ,-0.4962153375579206
bot, measured px: ,714.465526722842, measured mm: ,32.79125832466706, theoretical mm: ,32.93, diff: ,-0.13874167533293758
right, measured px: ,719.9749755859375, measured mm: ,33.04412113489246, theoretical mm: ,33.68208759860351, diff: ,-0.6379664637110523
left, measured px: ,727.4333596881789, measured mm: ,33.38643268196317, theoretical mm: ,33.68208759860351, diff: ,-0.2956549166403377
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T16:31:41.041
part, T18
iteration, 0
List of Points
x,1249.8648493844191, y,913.4972705865929
x,535.6285743866612, y,914.0016747356026
x,1256.1832657824402, y,188.98552361351904
x,528.8058830302712, y,189.33438566760742
Tile Dimensions
top, measured px: ,727.3774029957325, measured mm: ,33.38386448197539, theoretical mm: ,33.68000000000001, diff: ,-0.2961355180246201
bot, measured px: ,714.2364451918411, measured mm: ,32.78074435110291, theoretical mm: ,32.93, diff: ,-0.1492556488970891
right, measured px: ,724.5392689642645, measured mm: ,33.253604892527065, theoretical mm: ,33.68208759860351, diff: ,-0.42848270607644423
left, measured px: ,724.6993532116996, measured mm: ,33.260952152422774, theoretical mm: ,33.68208759860351, diff: ,-0.4211354461807346
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T16:32:02.730
part, T18
iteration, 0
List of Points
x,1248.308627425304, y,913.5
x,1255.9037582541732, y,188.4972928167408
x,535.9595484477893, y,913.5
x,528.3260778629608, y,189.0018543149355
Tile Dimensions
top, measured px: ,727.5779337416085, measured mm: ,33.393068082770824, theoretical mm: ,33.68000000000001, diff: ,-0.28693191722918243
bot, measured px: ,712.3490600585938, measured mm: ,32.69412053071184, theoretical mm: ,32.93, diff: ,-0.2358794692881574
right, measured px: ,725.0424686449088, measured mm: ,33.27669984966598, theoretical mm: ,33.68208759860351, diff: ,-0.40538774893752816
left, measured px: ,724.5383819242148, measured mm: ,33.25356418075256, theoretical mm: ,33.68208759860351, diff: ,-0.42852341785094694
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T16:32:24.273
part, T18
iteration, 0
List of Points
x,1259.517036804484, y,190.49755421640856
x,532.8753016443925, y,191.0028683576882
x,1252.302074688797, y,914.9999999999854
x,539.5681584739544, y,915.0
Tile Dimensions
top, measured px: ,726.6419603654236, measured mm: ,33.35011045414419, theoretical mm: ,33.68000000000001, diff: ,-0.32988954585581354
bot, measured px: ,712.7339477539062, measured mm: ,32.711785416379406, theoretical mm: ,32.93000000000001, diff: ,-0.21821458362060042
right, measured px: ,724.5383656752795, measured mm: ,33.253563434988045, theoretical mm: ,33.68208759860351, diff: ,-0.42852416361546375
left, measured px: ,724.0280662537282, measured mm: ,33.2301426266647, theoretical mm: ,33.68208759860351, diff: ,-0.4519449719388078
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


