Job:, D8 Apr 11 2022.job.xml

DateTime:, 2022-07-06T15:31:31.039
job:, No Job
part, T18
iteration, 0
List of Points
x,536.2751148807541, y,184.00188965680948
x,1262.7373360074746, y,183.4981017087327
x,545.1019145233031, y,908.5000000000073
x,1257.0806241872563, y,908.5
Tile Dimensions
top, measured px: ,726.462393919402, measured mm: ,33.341869035212554, theoretical mm: ,33.68000000000001, diff: ,-0.3381309647874531
bot, measured px: ,711.9786376953125, measured mm: ,32.67711954892997, theoretical mm: ,32.93, diff: ,-0.2528804510700269
right, measured px: ,725.02395975708, measured mm: ,33.2758503619029, theoretical mm: ,33.68208759860351, diff: ,-0.40623723670061196
left, measured px: ,724.5518763534902, measured mm: ,33.25418352388356, theoretical mm: ,33.68208759860351, diff: ,-0.4279040747199474
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T15:31:53.894
job:, No Job
part, T18
iteration, 0
List of Points
x,1262.0, y,906.9032101840321
x,1262.0, y,183.44374733381198
x,549.5363533835907, y,914.2969798666433
x,534.2465420298099, y,187.0480241178826
Tile Dimensions
top, measured px: ,727.7624042407379, measured mm: ,33.40153457914326, theoretical mm: ,33.68000000000001, diff: ,-0.2784654208567474
bot, measured px: ,712.5019876647295, measured mm: ,32.70113932791088, theoretical mm: ,32.93000000000001, diff: ,-0.22886067208912664
right, measured px: ,723.45947265625, measured mm: ,33.20404633672587, theoretical mm: ,33.68208759860351, diff: ,-0.4780412618776424
left, measured px: ,727.4096734375152, measured mm: ,33.38534557287924, theoretical mm: ,33.68208759860351, diff: ,-0.2967420257242708
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T15:32:16.268
job:, No Job
part, T18
iteration, 0
List of Points
x,1257.0, y,908.2987308847523
x,1257.0, y,184.97290457239237
x,540.9649616260588, y,915.5430838101353
x,532.0090519999163, y,189.56709850433253
Tile Dimensions
top, measured px: ,725.0055231112653, measured mm: ,33.27500418977431, theoretical mm: ,33.68000000000001, diff: ,-0.4049958102256994
bot, measured px: ,716.0716802690487, measured mm: ,32.864974681681964, theoretical mm: ,32.93000000000001, diff: ,-0.06502531831804248
right, measured px: ,723.3258056640625, measured mm: ,33.19791152866815, theoretical mm: ,33.68208759860351, diff: ,-0.48417606993535856
left, measured px: ,726.0312530786737, measured mm: ,33.32208130556871, theoretical mm: ,33.68208759860351, diff: ,-0.36000629303480025
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T15:32:38.486
job:, No Job
part, T18
iteration, 0
List of Points
x,541.4075659945103, y,912.7956197533185
x,1258.0, y,905.2192115908343
x,1258.0, y,183.5
x,532.4444899631299, y,183.5
Tile Dimensions
top, measured px: ,725.5554809570312, measured mm: ,33.30024516937889, theoretical mm: ,33.68000000000001, diff: ,-0.3797548306211169
bot, measured px: ,716.6324575746968, measured mm: ,32.89071223346625, theoretical mm: ,32.93000000000001, diff: ,-0.039287766533753654
right, measured px: ,721.71923828125, measured mm: ,33.12417617812236, theoretical mm: ,33.68208759860351, diff: ,-0.5579114204811475
left, measured px: ,729.3506694599382, measured mm: ,33.47442992978358, theoretical mm: ,33.68208759860351, diff: ,-0.20765766881992676
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T15:33:00.614
job:, No Job
part, T18
iteration, 0
List of Points
x,540.0019185495108, y,916.6634925009057
x,531.8995578957827, y,188.50000000000728
x,1255.5, y,909.4647970066158
x,1255.5, y,188.5
Tile Dimensions
top, measured px: ,723.6004638671875, measured mm: ,33.21051729864976, theoretical mm: ,33.68000000000001, diff: ,-0.4694827013502447
bot, measured px: ,715.534320730582, measured mm: ,32.840311916607895, theoretical mm: ,32.93, diff: ,-0.08968808339210455
right, measured px: ,720.9647827148438, measured mm: ,33.08954952862398, theoretical mm: ,33.68208759860351, diff: ,-0.5925380699795326
left, measured px: ,728.2085896938652, measured mm: ,33.42201279944497, theoretical mm: ,33.68208759860351, diff: ,-0.26007479915853793
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T15:33:22.457
job:, No Job
part, T18
iteration, 0
List of Points
x,1252.3029279585037, y,913.4976508336
x,539.3433084838698, y,914.0047344889873
x,1259.517886450249, y,188.99556895416754
x,531.5583301980117, y,189.33447005111825
Tile Dimensions
top, measured px: ,727.9596736125674, measured mm: ,33.41058849523754, theoretical mm: ,33.68000000000001, diff: ,-0.26941150476246634
bot, measured px: ,712.9598360876117, measured mm: ,32.72215283429674, theoretical mm: ,32.93000000000001, diff: ,-0.20784716570326367
right, measured px: ,724.5379994824996, measured mm: ,33.253546628128106, theoretical mm: ,33.68208759860351, diff: ,-0.42854097047540307
left, measured px: ,724.7121030046461, measured mm: ,33.26153731957004, theoretical mm: ,33.68208759860351, diff: ,-0.42055027903347053
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T15:33:44.119
job:, No Job
part, T18
iteration, 0
List of Points
x,1246.83186920449, y,913.5
x,534.9765411893071, y,913.5
x,1254.2623230844315, y,188.5
x,527.0660120021822, y,188.5
Tile Dimensions
top, measured px: ,727.1962890625, measured mm: ,33.37555203924905, theoretical mm: ,33.68000000000001, diff: ,-0.3044479607509558
bot, measured px: ,711.8553466796875, measured mm: ,32.67146095884934, theoretical mm: ,32.93, diff: ,-0.2585390411506623
right, measured px: ,725.0380756485933, measured mm: ,33.27649822779395, theoretical mm: ,33.68208759860351, diff: ,-0.40558937080955815
left, measured px: ,725.0431548298384, measured mm: ,33.27673134295214, theoretical mm: ,33.68208759860351, diff: ,-0.4053562556513697
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


DateTime:, 2022-07-06T15:34:05.672
job:, No Job
part, T18
iteration, 0
List of Points
x,1246.2958917121823, y,914.5000000000146
x,1253.5222269008236, y,189.97386953885143
x,530.6666666666666, y,914.5
x,530.6666666666666, y,190.3334991708126
Tile Dimensions
top, measured px: ,722.8556192400424, measured mm: ,33.17633175481746, theoretical mm: ,33.68000000000001, diff: ,-0.5036682451825456
bot, measured px: ,715.6292114257812, measured mm: ,32.84466703967893, theoretical mm: ,32.93, diff: ,-0.08533296032106819
right, measured px: ,724.5621592757701, measured mm: ,33.25465547102195, theoretical mm: ,33.68208759860351, diff: ,-0.4274321275815609
left, measured px: ,724.16650390625, measured mm: ,33.23649638994076, theoretical mm: ,33.68208759860351, diff: ,-0.4455912086627478
Package: T18/T19
top:,33.68
bot:,32.93
height:,33.68


